date;co_gt;pt08_s1_co;c6h6_gt;pt08_s2_nmhc;nox_gt;pt08_s3_nox;no2_gt;pt08_s4_no2;pt08_s5_o3;t;rh;ah
2004-03-10 18:00:00;0.4545454545454546;0.6882239382239382;0.40972222222222227;0.3119747899159663;0.2632423756019262;0.6495575221238938;0.5091743119266054;0.616822429906542;0.5576923076923077;0.308584686774942;0.49937106918238994;0.7578
2004-03-10 19:00:00;0.34545454545454546;0.6225868725868725;0.3229166666666667;0.21638655462184875;0.16211878009630817;0.7539823008849558;0.41284403669724773;0.5339563862928349;0.39505494505494504;0.30162412993039445;0.48427672955974854;0.7255
2004-03-10 20:00:00;0.38181818181818183;0.7287644787644788;0.3090277777777778;0.19957983193277307;0.20706260032102727;0.7238938053097346;0.5137614678899083;0.5314641744548286;0.4510989010989011;0.2691415313225058;0.5635220125786164;0.7502
2004-03-10 21:00:00;0.38181818181818183;0.7036679536679536;0.3159722222222222;0.20903361344537807;0.27287319422150885;0.6814159292035398;0.5504587155963303;0.5495327102803739;0.5219780219780219;0.24825986078886308;0.638993710691824;0.7867
2004-03-10 22:00:00;0.27272727272727276;0.6032818532818532;0.22222222222222224;0.09138655462184875;0.20706260032102727;0.7814159292035399;0.5229357798165137;0.4909657320872274;0.4708791208791209;0.2529002320185615;0.6339622641509435;0.7888
2004-03-10 23:00:00;0.19999999999999998;0.5308880308880309;0.15972222222222224;0.0010504201680672232;0.13964686998394862;0.8982300884955752;0.43119266055045874;0.4305295950155763;0.38241758241758245;0.2529002320185615;0.628930817610063;0.7848
2004-03-11 00:00:00;0.19999999999999998;0.5193050193050194;0.12152777777777778;0.2148943829704667;0.09630818619582664;0.4661616063054676;0.3440366972477064;0.39314641744548284;0.26373626373626374;0.2552204176334107;0.5987421383647799;0.7603
2004-03-11 01:00:00;0.16363636363636364;0.472007722007722;0.1111111111111111;0.2148943829704667;0.09630818619582664;0.4661616063054676;0.3394495412844037;0.39314641744548284;0.2620879120879121;0.24129930394431554;0.638993710691824;0.7702
2004-03-11 02:00:00;0.14545454545454545;0.43146718146718144;0.07638888888888888;0.2148943829704667;0.06902086677367576;0.4661616063054676;0.26605504587155965;0.3576323987538941;0.20164835164835165;0.24129930394431554;0.6352201257861636;0.7648
2004-03-11 03:00:00;0.0909090909090909;0.3503861003861004;0.05555555555555555;0.2148943829704667;0.06902086677367576;0.4661616063054676;0.4782194098750424;0.3320872274143303;0.13626373626373628;0.23201856148491878;0.6415094339622642;0.7517
2004-03-11 04:00:00;0.3761098671443502;0.3513513513513513;0.04166666666666667;0.2148943829704667;0.030497592295345103;0.4661616063054676;0.14678899082568808;0.30841121495327106;0.10549450549450548;0.22737819025522038;0.6452830188679246;0.7465
2004-03-11 05:00:00;0.10909090909090907;0.40444015444015446;0.034722222222222224;0.2148943829704667;0.02247191011235955;0.4661616063054676;0.11926605504587157;0.2990654205607477;0.09285714285714286;0.24825986078886308;0.5911949685534592;0.7366
2004-03-11 06:00:00;0.10909090909090907;0.39092664092664087;0.052083333333333336;0.2148943829704667;0.051364365971107544;0.4661616063054676;0.21100917431192662;0.3233644859813084;0.12032967032967035;0.2366589327146172;0.6150943396226416;0.7353
2004-03-11 07:00:00;0.18181818181818182;0.4797297297297297;0.1076388888888889;0.2148943829704667;0.15409309791332262;0.4661616063054676;0.3669724770642202;0.39688473520249223;0.2620879120879121;0.22969837587006958;0.6339622641509435;0.7417
2004-03-11 08:00:00;0.34545454545454546;0.6621621621621622;0.2743055555555556;0.15861344537815125;0.27608346709470305;0.7203539823008849;0.5045871559633028;0.5077881619937695;0.46648351648351644;0.24361948955916474;0.6062893081761007;0.7408
2004-03-11 09:00:00;0.38181818181818183;0.6795366795366796;0.3263888888888889;0.22163865546218486;0.20385232744783305;0.6699115044247788;0.4541284403669725;0.5489096573208723;0.4258241758241758;0.2366589327146172;0.6465408805031447;0.7691
2004-03-11 10:00:00;0.2909090909090909;0.5656370656370656;0.2152777777777778;0.08193277310924363;0.17656500802568217;0.7929203539823009;0.44036697247706424;0.4635514018691589;0.3335164835164835;0.24361948955916474;0.618867924528302;0.7552
2004-03-11 11:00:00;0.2545454545454545;0.5135135135135135;0.1701388888888889;0.013655462184873901;0.1492776886035313;0.8902654867256636;0.41284403669724773;0.4112149532710281;0.2296703296703297;0.2366589327146172;0.6125786163522013;0.7352
2004-03-11 12:00:00;0.27272727272727276;0.5685328185328186;0.17708333333333337;0.02626050420168069;0.1637239165329053;0.8663716814159292;0.426605504587156;0.4355140186915888;0.2258241758241758;0.21345707656612528;0.7245283018867925;0.7951
2004-03-11 13:00:00;0.32727272727272727;0.6167953667953668;0.25;0.12605042016806722;0.23113964686998395;0.7433628318584071;0.5045871559633028;0.5202492211838007;0.3;0.18561484918793503;0.8452830188679247;0.8393
2004-03-11 14:00:00;0.509090909090909;0.6988416988416989;0.39583333333333337;0.2993697478991596;0.3290529695024077;0.5849557522123894;0.5779816513761469;0.6404984423676013;0.43076923076923074;0.17865429234338748;0.9044025157232705;0.8736
2004-03-11 15:00:00;0.38181818181818183;0.63996138996139;0.30208333333333337;0.19327731092436973;0.2921348314606742;0.6725663716814159;0.5688073394495414;0.588785046728972;0.3807692307692308;0.18561484918793503;0.8880503144654088;0.8778
2004-03-11 16:00:00;0.38181818181818183;0.6225868725868725;0.28472222222222227;0.17121848739495793;0.30658105939004815;0.691150442477876;0.5917431192660552;0.5538940809968848;0.3868131868131868;0.21809744779582363;0.7798742138364781;0.8569
2004-03-11 17:00:00;0.509090909090909;0.7104247104247104;0.3854166666666667;0.2846638655462185;0.3868378812199037;0.607079646017699;0.6100917431192661;0.633644859813084;0.46758241758241753;0.2204176334106729;0.7345911949685534;0.8185
2004-03-11 18:00:00;0.8545454545454545;0.9015444015444015;0.7187500000000001;0.5987394957983193;0.4478330658105939;0.42212389380530974;0.6834862385321101;0.860436137071651;0.6351648351648351;0.23201856148491878;0.6918238993710693;0.8065
2004-03-11 19:00:00;0.3761098671443502;0.43562105366489845;0.9479166666666666;0.7762605042016807;0.6115569823434992;0.336283185840708;0.7798165137614679;0.860436137071651;0.7972527472527473;0.21809744779582363;0.7559748427672957;0.8319
2004-03-11 20:00:00;0.3761098671443502;0.9584942084942084;0.8298611111111112;0.6880252100840335;0.5601926163723917;0.3725663716814159;0.7477064220183487;0.9277258566978194;0.7697802197802197;0.21577726218097448;0.7371069182389938;0.8133
2004-03-11 21:00:00;0.6909090909090909;0.6428571428571429;0.44097222222222227;0.3434873949579832;0.3820224719101124;0.5619469026548671;0.6146788990825689;0.6261682242990655;0.567032967032967;0.20417633410672853;0.689308176100629;0.7419
2004-03-11 22:00:00;0.2545454545454545;0.3069498069498069;0.15972222222222224;0.0;0.14767255216693417;0.8876106194690265;0.38073394495412843;0.39314641744548284;0.3120879120879121;0.18329466357308583;0.6817610062893082;0.6905
2004-03-11 23:00:00;0.16363636363636364;0.2567567567567568;0.08680555555555557;0.2148943829704667;0.07223113964686997;0.4661616063054676;0.23394495412844038;0.34267912772585674;0.16428571428571426;0.18329466357308583;0.649056603773585;0.6657
2004-03-12 00:00:00;0.2909090909090909;0.41795366795366784;0.20138888888888892;0.05882352941176472;0.19261637239165327;0.824778761061947;0.43577981651376146;0.41931464174454824;0.30934065934065935;0.18561484918793503;0.6201257861635221;0.6438
2004-03-12 01:00:00;0.32727272727272727;0.38320463320463316;0.21875000000000003;0.08403361344537819;0.2102728731942215;0.8185840707964602;0.49541284403669733;0.42118380062305294;0.3181318681318681;0.17169373549883993;0.6352201257861636;0.6308
2004-03-12 02:00:00;0.23636363636363633;0.3291505791505791;0.1388888888888889;0.2148943829704667;0.12841091492776885;0.9504424778761063;0.408256880733945;0.3750778816199377;0.24120879120879118;0.15777262180974477;0.6616352201257862;0.6276
2004-03-12 03:00:00;0.1272727272727273;0.23359073359073357;0.0625;0.2148943829704667;0.12841091492776885;0.4661616063054676;0.4782194098750424;0.3021806853582555;0.1423076923076923;0.15545243619489557;0.6679245283018869;0.6261
2004-03-12 04:00:00;0.3761098671443502;0.17760617760617758;0.034722222222222224;0.2148943829704667;0.030497592295345103;0.4661616063054676;0.13761467889908258;0.2691588785046729;0.07197802197802197;0.13457076566125287;0.7132075471698115;0.6248
2004-03-12 05:00:00;0.0909090909090909;0.193050193050193;0.03125;0.2148943829704667;0.04494382022471911;0.4661616063054676;0.1926605504587156;0.28224299065420566;0.07747252747252747;0.13921113689095127;0.7018867924528303;0.6233
2004-03-12 06:00:00;0.1272727272727273;0.2702702702702703;0.059027777777777776;0.2148943829704667;0.08667736757624397;0.4661616063054676;0.31651376146788995;0.3246105919003115;0.12857142857142856;0.15081206496519722;0.6754716981132076;0.6234
2004-03-12 07:00:00;0.23636363636363633;0.4285714285714285;0.14930555555555558;0.2148943829704667;0.17174959871589085;0.9424778761061947;0.46788990825688076;0.4105919003115265;0.27197802197802196;0.14153132250580047;0.7031446540880503;0.6316
2004-03-12 08:00:00;0.7818181818181819;0.9073359073359074;0.6180555555555556;0.5115546218487396;0.4895666131621188;0.5088495575221239;0.6376146788990826;0.7464174454828661;0.6302197802197802;0.16241299303944312;0.6779874213836479;0.6499
2004-03-12 09:00:00;0.3761098671443502;0.8667953667953668;0.763888888888889;0.6344537815126049;0.4895666131621188;0.3938053097345133;0.4782194098750424;0.8448598130841122;0.7335164835164836;0.20649651972157768;0.5911949685534592;0.6561
2004-03-12 10:00:00;0.5454545454545455;0.6785714285714285;0.48263888888888895;0.3876050420168068;0.2969502407704655;0.5221238938053097;0.5504587155963303;0.6292834890965732;0.5406593406593407;0.29930394431554525;0.408805031446541;0.632
2004-03-12 11:00:00;0.4727272727272728;0.5945945945945946;0.3993055555555556;0.30252100840336127;0.3434991974317817;0.572566371681416;0.6467889908256881;0.5582554517133956;0.5021978021978022;0.32482598607888635;0.36729559748427676;0.6243
2004-03-12 12:00:00;0.36363636363636365;0.5395752895752896;0.3506944444444445;0.24894957983193267;0.2263242375601926;0.6309734513274337;0.5091743119266054;0.5202492211838007;0.3879120879120879;0.3410672853828306;0.3433962264150944;0.6195
