date;co_gt;pt08_s1_co;nmhc_gt;c6h6_gt;pt08_s2_nmhc;nox_gt;pt08_s3_nox;no2_gt;pt08_s4_no2;pt08_s5_o3;t;rh;ah;ah_target
2004-03-10 18:00:00;0.4545454545454546;0.6882239382239382;0.2251968503937008;0.4097222222222222;0.3119747899159663;0.2632423756019262;0.6495575221238938;0.5091743119266054;0.616822429906542;0.5576923076923077;0.308584686774942;0.4993710691823899;0.7578;0.7603
2004-03-10 19:00:00;0.3454545454545454;0.6225868725868725;0.1653543307086614;0.3229166666666667;0.2163865546218487;0.1621187800963081;0.7539823008849558;0.4128440366972477;0.5339563862928349;0.395054945054945;0.3016241299303944;0.4842767295597485;0.7255;0.7702
2004-03-10 20:00:00;0.3818181818181818;0.7287644787644788;0.1275590551181102;0.3090277777777778;0.199579831932773;0.2070626003210272;0.7238938053097346;0.5137614678899083;0.5314641744548286;0.4510989010989011;0.2691415313225058;0.5635220125786164;0.7502;0.7648
2004-03-10 21:00:00;0.3818181818181818;0.7036679536679536;0.1149606299212598;0.3159722222222222;0.209033613445378;0.2728731942215088;0.6814159292035398;0.5504587155963303;0.5495327102803739;0.5219780219780219;0.248259860788863;0.638993710691824;0.7867;0.7517
2004-03-10 22:00:00;0.2727272727272727;0.6032818532818532;0.0692913385826771;0.2222222222222222;0.0913865546218487;0.2070626003210272;0.7814159292035399;0.5229357798165137;0.4909657320872274;0.4708791208791209;0.2529002320185615;0.6339622641509435;0.7888;0.7465
2004-03-10 23:00:00;0.1999999999999999;0.5308880308880309;0.0488188976377952;0.1597222222222222;0.0010504201680672;0.1396468699839486;0.8982300884955752;0.4311926605504587;0.4305295950155763;0.3824175824175824;0.2529002320185615;0.628930817610063;0.7848;0.7366
2004-03-11 00:00:00;0.1999999999999999;0.5193050193050194;0.0377952755905511;0.1215277777777777;0.2148943829704667;0.0963081861958266;0.4661616063054676;0.3440366972477064;0.3931464174454828;0.2637362637362637;0.2552204176334107;0.5987421383647799;0.7603;0.7353
2004-03-11 01:00:00;0.1636363636363636;0.472007722007722;0.0377952755905511;0.1111111111111111;0.2148943829704667;0.0963081861958266;0.4661616063054676;0.3394495412844037;0.3931464174454828;0.2620879120879121;0.2412993039443155;0.638993710691824;0.7702;0.7417
2004-03-11 02:00:00;0.1454545454545454;0.4314671814671814;0.026771653543307;0.0763888888888888;0.2148943829704667;0.0690208667736757;0.4661616063054676;0.2660550458715596;0.3576323987538941;0.2016483516483516;0.2412993039443155;0.6352201257861636;0.7648;0.7408
2004-03-11 03:00:00;0.0909090909090909;0.3503861003861004;0.0188976377952755;0.0555555555555555;0.2148943829704667;0.0690208667736757;0.4661616063054676;0.4782194098750424;0.3320872274143303;0.1362637362637362;0.2320185614849187;0.6415094339622642;0.7517;0.7691
2004-03-11 04:00:00;0.3761098671443502;0.3513513513513513;0.011023622047244;0.0416666666666666;0.2148943829704667;0.0304975922953451;0.4661616063054676;0.146788990825688;0.308411214953271;0.1054945054945054;0.2273781902552203;0.6452830188679246;0.7465;0.7552
2004-03-11 05:00:00;0.109090909090909;0.4044401544401544;0.0015748031496062;0.0347222222222222;0.2148943829704667;0.0224719101123595;0.4661616063054676;0.1192660550458715;0.2990654205607477;0.0928571428571428;0.248259860788863;0.5911949685534592;0.7366;0.7352
2004-03-11 06:00:00;0.109090909090909;0.3909266409266408;0.0141732283464566;0.0520833333333333;0.2148943829704667;0.0513643659711075;0.4661616063054676;0.2110091743119266;0.3233644859813084;0.1203296703296703;0.2366589327146172;0.6150943396226416;0.7353;0.7951
2004-03-11 07:00:00;0.1818181818181818;0.4797297297297297;0.0346456692913385;0.1076388888888889;0.2148943829704667;0.1540930979133226;0.4661616063054676;0.3669724770642202;0.3968847352024922;0.2620879120879121;0.2296983758700695;0.6339622641509435;0.7417;0.8393
2004-03-11 08:00:00;0.3454545454545454;0.6621621621621622;0.089763779527559;0.2743055555555556;0.1586134453781512;0.276083467094703;0.7203539823008849;0.5045871559633028;0.5077881619937695;0.4664835164835164;0.2436194895591647;0.6062893081761007;0.7408;0.8736
2004-03-11 09:00:00;0.3818181818181818;0.6795366795366796;0.1259842519685039;0.3263888888888889;0.2216386554621848;0.203852327447833;0.6699115044247788;0.4541284403669725;0.5489096573208723;0.4258241758241758;0.2366589327146172;0.6465408805031447;0.7691;0.8778
2004-03-11 10:00:00;0.2909090909090909;0.5656370656370656;0.1102362204724409;0.2152777777777778;0.0819327731092436;0.1765650080256821;0.7929203539823009;0.4403669724770642;0.4635514018691589;0.3335164835164835;0.2436194895591647;0.618867924528302;0.7552;0.8569
2004-03-11 11:00:00;0.2545454545454545;0.5135135135135135;0.0566929133858267;0.1701388888888889;0.0136554621848739;0.1492776886035313;0.8902654867256636;0.4128440366972477;0.4112149532710281;0.2296703296703297;0.2366589327146172;0.6125786163522013;0.7352;0.8185
2004-03-11 12:00:00;0.2727272727272727;0.5685328185328186;0.0850393700787401;0.1770833333333333;0.0262605042016806;0.1637239165329053;0.8663716814159292;0.426605504587156;0.4355140186915888;0.2258241758241758;0.2134570765661252;0.7245283018867925;0.7951;0.8065
2004-03-11 13:00:00;0.3272727272727272;0.6167953667953668;0.0881889763779527;0.25;0.1260504201680672;0.2311396468699839;0.7433628318584071;0.5045871559633028;0.5202492211838007;0.3;0.185614849187935;0.8452830188679247;0.8393;0.8319
2004-03-11 14:00:00;0.509090909090909;0.6988416988416989;0.2472440944881889;0.3958333333333333;0.2993697478991596;0.3290529695024077;0.5849557522123894;0.5779816513761469;0.6404984423676013;0.4307692307692307;0.1786542923433874;0.9044025157232704;0.8736;0.8133
2004-03-11 15:00:00;0.3818181818181818;0.63996138996139;0.1133858267716535;0.3020833333333333;0.1932773109243697;0.2921348314606742;0.6725663716814159;0.5688073394495414;0.588785046728972;0.3807692307692308;0.185614849187935;0.8880503144654088;0.8778;0.7419
2004-03-11 16:00:00;0.3818181818181818;0.6225868725868725;0.1385826771653543;0.2847222222222222;0.1712184873949579;0.3065810593900481;0.691150442477876;0.5917431192660552;0.5538940809968848;0.3868131868131868;0.2180974477958236;0.7798742138364781;0.8569;0.6905
2004-03-11 17:00:00;0.509090909090909;0.7104247104247104;0.2251968503937008;0.3854166666666667;0.2846638655462185;0.3868378812199037;0.607079646017699;0.6100917431192661;0.633644859813084;0.4675824175824175;0.2204176334106729;0.7345911949685534;0.8185;0.6657
2004-03-11 18:00:00;0.8545454545454545;0.9015444015444016;0.4724409448818897;0.7187500000000001;0.5987394957983193;0.4478330658105939;0.4221238938053097;0.6834862385321101;0.860436137071651;0.6351648351648351;0.2320185614849187;0.6918238993710693;0.8065;0.6438
2004-03-11 19:00:00;0.3761098671443502;0.4356210536648984;0.7149606299212599;0.9479166666666666;0.7762605042016807;0.6115569823434992;0.336283185840708;0.7798165137614679;0.860436137071651;0.7972527472527473;0.2180974477958236;0.7559748427672957;0.8319;0.6308
2004-03-11 20:00:00;0.3761098671443502;0.9584942084942084;0.620472440944882;0.8298611111111112;0.6880252100840335;0.5601926163723917;0.3725663716814159;0.7477064220183487;0.9277258566978194;0.7697802197802197;0.2157772621809744;0.7371069182389938;0.8133;0.6276
2004-03-11 21:00:00;0.6909090909090909;0.6428571428571429;0.2992125984251968;0.4409722222222222;0.3434873949579832;0.3820224719101124;0.5619469026548671;0.6146788990825689;0.6261682242990655;0.567032967032967;0.2041763341067285;0.689308176100629;0.7419;0.6261
